,Temperature Predictions,Temperature Actuals,Relative Humidity Predictions,Relative Humidity Actuals
87,24.258028,23.534869764562327,87.57041,91.08910123645636
88,23.813145,24.136836393384936,89.6427,88.41528422726562
89,24.096476,24.441942766897768,87.71081,86.85731211167413
90,24.40562,24.021390738542244,86.532455,89.32059234848768
91,24.04668,24.54089618533436,89.27583,89.63639750705352
92,24.500502,24.903725386268533,89.26071,87.72051287842078
93,24.741661,24.639849603770955,87.247696,88.75214306306916
94,24.475132,24.936709859080732,89.01433,89.17321660782362
95,24.799099,24.26877428463373,89.10893,89.6153438298158
96,24.23771,24.08735968416664,88.959015,90.28906150142289
97,24.193756,24.37597382127337,90.367615,88.16264010041294
98,24.394947,24.293512639242877,87.71986,87.99421068251117
99,24.289614,24.590372894552658,88.19802,89.34164602572538
