,Temperature Predictions,Temperature Actuals,Relative Humidity Predictions,Relative Humidity Actuals
46,24.512703,24.450188885100815,66.81569,68.18270040181432
47,24.615282,24.6975724311923,69.71693,69.44592103607766
48,24.762224,25.085139986735623,70.743675,69.82488722635668
49,24.911177,25.052155513923424,71.034355,71.23548360128407
50,24.960016,25.835536743213126,72.16839,70.79335637929192
51,25.364061,24.84600255884719,72.363976,74.20405209180296
52,24.937622,25.588153197121642,74.08135,73.57244177467129
53,25.322733,24.425450530491666,74.495575,74.89882344064779
54,24.594738,25.4644614240759,73.85039,74.45669621865564
55,25.33896,25.208831759781365,75.8911,77.15156690508411
56,25.151356,27.047716119061395,77.30189,74.43564254141789
57,26.431452,26.684886918127216,76.12995,80.52015526311969
58,26.211523,26.709625272736364,81.73515,82.54130827794104
59,26.170105,26.148889234929005,82.58435,83.67820684877806
60,25.806435,25.068647750329525,82.950294,87.00468785233818
61,25.327847,25.992212989071064,85.304565,83.10975756335955
62,25.703289,26.49522619945708,82.99381,81.06755087130047
63,26.17132,26.462241726644883,81.62983,78.3937338621097
64,26.129648,25.340769651030158,79.08668,82.28866415108837
65,25.417355,25.89325957063447,82.645134,81.21492661196453
66,25.715176,25.25006235079661,81.85421,83.95190465286845
67,25.298525,25.13461669595392,83.80295,84.98353483751686
68,25.21708,25.942736279852767,84.50628,81.3623023526286
69,25.643143,25.513938133294197,81.61693,80.28856481350472
70,25.272371,25.588153197121642,80.592224,82.16234208766204
71,25.434488,24.92846374087768,83.17394,82.54130827794104
72,24.89723,24.425450530491666,82.248146,84.26770981143429
73,24.670761,24.92846374087768,84.00082,78.07792870354386
74,24.7394,24.6645879583801,78.05671,76.8778691009937
75,24.615599,24.12859027518189,77.93497,79.13061256543
76,24.370197,24.573880658146557,79.999916,81.63600015671895
77,24.681292,24.96969433189293,82.72696,81.69916118843214
78,24.727345,24.878987031659385,82.1447,81.25703396643999
79,24.62923,24.771787495019744,81.598434,80.8149067444478
80,24.583252,23.831730019872108,81.25405,82.56236195517876
81,24.079857,23.77400719245076,82.307686,82.85711343650688
82,24.033354,24.367727703070322,82.83585,83.8255825894421
83,24.399624,23.699792128623315,84.41147,85.08880322370545
84,23.928196,24.53265006713131,84.42175,86.45729224415743
85,24.479557,24.65634184017705,87.058205,88.03631803698661
86,24.424925,24.54914230353741,87.715866,88.01526435974887
87,24.320108,23.534869764562327,87.52424,91.08910123645636
88,23.83201,24.136836393384936,89.927284,88.41528422726562
89,24.079704,24.441942766897768,87.79915,86.85731211167413
90,24.360998,24.021390738542244,86.767,89.32059234848768
91,24.08064,24.54089618533436,89.280685,89.63639750705352
92,24.461258,24.903725386268533,89.50563,87.72051287842078
93,24.734829,24.639849603770955,87.30634,88.75214306306916
94,24.517729,24.936709859080732,88.84736,89.17321660782362
95,24.812319,24.26877428463373,89.12036,89.6153438298158
96,24.240648,24.08735968416664,89.0011,90.28906150142289
97,24.193848,24.37597382127337,89.93927,88.16264010041294
98,24.400837,24.293512639242877,87.79797,87.99421068251117
99,24.328917,24.590372894552658,88.049774,89.34164602572538
